experiment,dataset,model,condition,metric,numerator,denominator,value,unit,ci95_low,ci95_high,evidence_status,source_file,notes
40-task model-facing SQLite,SQLite trajectory test,GLM-5.1,Generic,unneeded_reject,6,40,15.0,percent,,,secondary frozen execution test,sqlite_model_facing_outcomes.csv,
40-task model-facing SQLite,SQLite trajectory test,GLM-5.1,Generic,strict_core_write_rate,6,8,75.0,percent,,,secondary frozen execution test,sqlite_model_facing_outcomes.csv,
40-task model-facing SQLite,SQLite trajectory test,GLM-5.1,Generic,stable_write_rate,0,4,0.0,percent,,,secondary frozen execution test,sqlite_model_facing_outcomes.csv,
revision_full_diagnostic,authored full diagnostic,GLM-5.1,decision_enforced vs decision_visible,repairs,4,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,GLM-5.1,decision_enforced vs decision_visible,harms,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,GLM-5.1,decision_enforced vs decision_visible,compiler_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,GLM-5.1,decision_enforced vs decision_visible,history_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,GLM-5.1,decision_enforced vs decision_visible,visible_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,GLM-5.1,decision_enforced vs decision_visible,incomplete_tasks,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,Qwen3.5,decision_enforced vs decision_visible,repairs,18,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,Qwen3.5,decision_enforced vs decision_visible,harms,8,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,Qwen3.5,decision_enforced vs decision_visible,compiler_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,Qwen3.5,decision_enforced vs decision_visible,history_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,Qwen3.5,decision_enforced vs decision_visible,visible_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_full_diagnostic,authored full diagnostic,Qwen3.5,decision_enforced vs decision_visible,incomplete_tasks,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=160; clusters=80
revision_human_rewrite,human rewrite,GLM-5.1,decision_enforced vs decision_visible,repairs,2,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,GLM-5.1,decision_enforced vs decision_visible,harms,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,GLM-5.1,decision_enforced vs decision_visible,compiler_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,GLM-5.1,decision_enforced vs decision_visible,history_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,GLM-5.1,decision_enforced vs decision_visible,visible_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,GLM-5.1,decision_enforced vs decision_visible,incomplete_tasks,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,Qwen3.5,decision_enforced vs decision_visible,repairs,8,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,Qwen3.5,decision_enforced vs decision_visible,harms,5,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,Qwen3.5,decision_enforced vs decision_visible,compiler_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,Qwen3.5,decision_enforced vs decision_visible,history_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,Qwen3.5,decision_enforced vs decision_visible,visible_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_human_rewrite,human rewrite,Qwen3.5,decision_enforced vs decision_visible,incomplete_tasks,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=50; clusters=43
revision_source_grounded,source-grounded controlled contrast,GLM-5.1,decision_enforced vs decision_visible,repairs,4,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,GLM-5.1,decision_enforced vs decision_visible,harms,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,GLM-5.1,decision_enforced vs decision_visible,compiler_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,GLM-5.1,decision_enforced vs decision_visible,history_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,GLM-5.1,decision_enforced vs decision_visible,visible_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,GLM-5.1,decision_enforced vs decision_visible,incomplete_tasks,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,Qwen3.5,decision_enforced vs decision_visible,repairs,9,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,Qwen3.5,decision_enforced vs decision_visible,harms,5,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,Qwen3.5,decision_enforced vs decision_visible,compiler_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,Qwen3.5,decision_enforced vs decision_visible,history_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,Qwen3.5,decision_enforced vs decision_visible,visible_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,Qwen3.5,decision_enforced vs decision_visible,incomplete_tasks,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,DeepSeek,decision_enforced vs decision_visible,repairs,4,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,DeepSeek,decision_enforced vs decision_visible,harms,4,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,DeepSeek,decision_enforced vs decision_visible,compiler_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,DeepSeek,decision_enforced vs decision_visible,history_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,DeepSeek,decision_enforced vs decision_visible,visible_actor_failures,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
revision_source_grounded,source-grounded controlled contrast,DeepSeek,decision_enforced vs decision_visible,incomplete_tasks,0,,,count,,,post-primary zero-call enforcement audit,revision_enforcement_and_failures.csv,rows=60; clusters=30
